70	219854272
80	243730576
90	265527520
100	286570464
110	306853280
120	327913216
130	347111488
140	366069760
150	384630080
160	401802944
170	418690720
180	434919968
190	450876096
200	467261568
210	483124480
220	500070848
230	513478816
240	525536896
245	535014336
